frame_idx,lm0_x,lm0_y,lm0_z,lm0_v,lm1_x,lm1_y,lm1_z,lm1_v,lm2_x,lm2_y,lm2_z,lm2_v,lm3_x,lm3_y,lm3_z,lm3_v,lm4_x,lm4_y,lm4_z,lm4_v,lm5_x,lm5_y,lm5_z,lm5_v,lm6_x,lm6_y,lm6_z,lm6_v,lm7_x,lm7_y,lm7_z,lm7_v,lm8_x,lm8_y,lm8_z,lm8_v,lm9_x,lm9_y,lm9_z,lm9_v,lm10_x,lm10_y,lm10_z,lm10_v,lm11_x,lm11_y,lm11_z,lm11_v,lm12_x,lm12_y,lm12_z,lm12_v,lm13_x,lm13_y,lm13_z,lm13_v,lm14_x,lm14_y,lm14_z,lm14_v,lm15_x,lm15_y,lm15_z,lm15_v,lm16_x,lm16_y,lm16_z,lm16_v,lm17_x,lm17_y,lm17_z,lm17_v,lm18_x,lm18_y,lm18_z,lm18_v,lm19_x,lm19_y,lm19_z,lm19_v,lm20_x,lm20_y,lm20_z,lm20_v,lm21_x,lm21_y,lm21_z,lm21_v,lm22_x,lm22_y,lm22_z,lm22_v,lm23_x,lm23_y,lm23_z,lm23_v,lm24_x,lm24_y,lm24_z,lm24_v,lm25_x,lm25_y,lm25_z,lm25_v,lm26_x,lm26_y,lm26_z,lm26_v,lm27_x,lm27_y,lm27_z,lm27_v,lm28_x,lm28_y,lm28_z,lm28_v,lm29_x,lm29_y,lm29_z,lm29_v,lm30_x,lm30_y,lm30_z,lm30_v,lm31_x,lm31_y,lm31_z,lm31_v,lm32_x,lm32_y,lm32_z,lm32_v
0,0.4026601314544678,0.26259034872055054,0.38279807567596436,0.9991368055343628,0.3937000036239624,0.2525283992290497,0.34848079085350037,0.9985989332199097,0.38732942938804626,0.25243818759918213,0.3484407067298889,0.9986419677734375,0.38113242387771606,0.25234830379486084,0.3483023941516876,0.9984820485115051,0.41135966777801514,0.25297489762306213,0.3525613844394684,0.9977308511734009,0.4217476546764374,0.2594279944896698,0.35292649269104004,0.9972586035728455,0.42509451508522034,0.2590339779853821,0.35279884934425354,0.9970436096191406,0.36829450726509094,0.2585584819316864,0.20627523958683014,0.9990782141685486,0.42965179681777954,0.2596743702888489,0.22192247211933136,0.9977554678916931,0.39067792892456055,0.27150413393974304,0.34078699350357056,0.9986854195594788,0.4087149500846863,0.2722359299659729,0.3453158736228943,0.9983709454536438,0.29410192370414734,0.31143826246261597,0.07835573703050613,0.999614953994751,0.4849112629890442,0.3205144703388214,0.09294063597917557,0.9994128346443176,0.25792667269706726,0.41937169432640076,0.032273150980472565,0.9622089862823486,0.5376115441322327,0.42222654819488525,-0.012286478653550148,0.9610664248466492,0.21175166964530945,0.5077661871910095,0.037636905908584595,0.6229038238525391,0.5725117325782776,0.5083737373352051,0.029773058369755745,0.7472103834152222,0.20401324331760406,0.5265947580337524,-0.01442395243793726,0.4816269874572754,0.5756822824478149,0.5257177948951721,0.0352867916226387,0.6324350237846375,0.2124929130077362,0.5292825698852539,-0.009797366335988045,0.46548205614089966,0.5704289078712463,0.527087390422821,0.02594592422246933,0.6138249635696411,0.21992339193820953,0.5220487117767334,0.03374716639518738,0.4213395416736603,0.5579171180725098,0.5195743441581726,0.02501443773508072,0.5556215047836304,0.35318833589553833,0.44218748807907104,-0.025638604536652565,0.9994853138923645,0.4477004110813141,0.4424563944339752,0.025849413126707077,0.9986667633056641,0.3267250955104828,0.5341473817825317,0.26784831285476685,0.964970588684082,0.47766977548599243,0.5301057696342468,0.30039548873901367,0.891653299331665,0.36235520243644714,0.6369397044181824,0.5679624676704407,0.9672759175300598,0.4907308518886566,0.6298093795776367,0.6288687586784363,0.9330599308013916,0.3744976222515106,0.6539285182952881,0.5846452713012695,0.9618114829063416,0.49623340368270874,0.6509624123573303,0.652886152267456,0.9293218851089478,0.33312100172042847,0.6538575887680054,0.4628569781780243,0.8514167070388794,0.48422783613204956,0.6407480835914612,0.5110231041908264,0.7947890162467957
1,0.4003353416919708,0.25287675857543945,-0.22748060524463654,0.9990955591201782,0.3954232335090637,0.23832136392593384,-0.2712973654270172,0.9986063838005066,0.38673827052116394,0.23956409096717834,-0.2714364528656006,0.9986014366149902,0.3806704580783844,0.23917369544506073,-0.2716541886329651,0.9984577894210815,0.4059199094772339,0.23930060863494873,-0.26979437470436096,0.9977578520774841,0.40871894359588623,0.24007569253444672,-0.2695378363132477,0.9972107410430908,0.42332181334495544,0.24352139234542847,-0.2696742117404938,0.9970194697380066,0.36372441053390503,0.24330390989780426,-0.39173057675361633,0.9990812540054321,0.42796647548675537,0.2524072229862213,-0.38637834787368774,0.9977722764015198,0.3891620635986328,0.2636442184448242,-0.2547694146633148,0.9986452460289001,0.4021584987640381,0.26626697182655334,-0.25282222032546997,0.9982695579528809,0.2608596980571747,0.3186822533607483,-0.39186665415763855,0.9996445775032043,0.4714188277721405,0.3274063766002655,-0.42802897095680237,0.9991809725761414,0.20393960177898407,0.4315771162509918,-0.4450014531612396,0.9658164381980896,0.5253778696060181,0.44711756706237793,-0.47110724449157715,0.9621730446815491,0.1902737319469452,0.5226037502288818,-0.43495702743530273,0.6560729146003723,0.5422006845474243,0.5240749716758728,-0.39290374517440796,0.771408200263977,0.1779598891735077,0.545799732208252,-0.48760002851486206,0.5177682042121887,0.5519276261329651,0.5462978482246399,-0.4413989186286926,0.6647302508354187,0.18778279423713684,0.5465549826622009,-0.4884336590766907,0.5012979507446289,0.5367907881736755,0.5465588569641113,-0.45207592844963074,0.6467724442481995,0.19777315855026245,0.5405493974685669,-0.44212284684181213,0.45847421884536743,0.5165256261825562,0.54182368516922,-0.40273094177246094,0.5928600430488586,0.3250848054885864,0.4480293393135071,-0.025518082082271576,0.999521017074585,0.4135574400424957,0.45238298177719116,0.02526739239692688,0.9986167550086975,0.3187442421913147,0.5833237767219543,0.2746061384677887,0.9617043733596802,0.44099903106689453,0.5666755437850952,0.2542495131492615,0.8803250789642334,0.3378000855445862,0.6997435688972473,0.6716665625572205,0.9688743948936462,0.46264299750328064,0.6887019872665405,0.6866542100906372,0.9375346302986145,0.34328871965408325,0.7195389270782471,0.7003574371337891,0.9614377617835999,0.4702655076980591,0.7107834219932556,0.7238534688949585,0.9310652613639832,0.3329240083694458,0.7183480858802795,0.5690101981163025,0.8379669189453125,0.4651106595993042,0.70859295129776,0.5878435969352722,0.7932497262954712
2,0.3943324685096741,0.2460804581642151,0.10051461309194565,0.9991771578788757,0.38374197483062744,0.23214903473854065,0.022563079372048378,0.9987399578094482,0.37457776069641113,0.23187501728534698,0.022524943575263023,0.9987322688102722,0.3658510148525238,0.2314845323562622,0.022163690999150276,0.9986045360565186,0.4054545760154724,0.23357610404491425,0.03347339853644371,0.9979742169380188,0.41156908869743347,0.23415112495422363,0.03388344869017601,0.9974765181541443,0.41939255595207214,0.2347877025604248,0.033772002905607224,0.9973062872886658,0.34912174940109253,0.23738789558410645,-0.1788565069437027,0.9991697669029236,0.42795395851135254,0.2406342774629593,-0.19951671361923218,0.9979899525642395,0.3817353844642639,0.25890156626701355,0.017087070271372795,0.9987698197364807,0.4036729633808136,0.26033931970596313,0.03198904171586037,0.9984306693077087,0.2546600103378296,0.3218836486339569,-0.2348010241985321,0.9996711611747742,0.4904717206954956,0.3284446597099304,-0.24581798911094666,0.9992198944091797,0.19214363396167755,0.44093525409698486,-0.25790077447891235,0.9690849781036377,0.5321762561798096,0.4554893672466278,-0.29782554507255554,0.9652783274650574,0.18667732179164886,0.5256730914115906,-0.1871129423379898,0.6796020865440369,0.5380664467811584,0.5454010367393494,-0.20946571230888367,0.793013334274292,0.17158213257789612,0.5477005839347839,-0.2153233289718628,0.5336564779281616,0.5423729419708252,0.5621867179870605,-0.22877022624015808,0.6941750049591064,0.1839546263217926,0.5489614605903625,-0.20904621481895447,0.5178199410438538,0.5313435196876526,0.562866747379303,-0.23200075328350067,0.6772913336753845,0.19245529174804688,0.542169451713562,-0.1878376007080078,0.4788958728313446,0.5170295238494873,0.5608493685722351,-0.21349173784255981,0.6271476745605469,0.3012659251689911,0.48126649856567383,-0.025661682710051537,0.9995474219322205,0.4237724244594574,0.48889076709747314,0.02558050863444805,0.9986255168914795,0.27804094552993774,0.623505175113678,0.17459546029567719,0.9625762701034546,0.45014873147010803,0.6172657608985901,0.25992217659950256,0.8789188265800476,0.30431610345840454,0.7549580335617065,0.449638307094574,0.9683057069778442,0.46235552430152893,0.7307835817337036,0.5486394166946411,0.9386739730834961,0.3122403621673584,0.7791149020195007,0.469780832529068,0.9590697884559631,0.45630282163619995,0.7717012763023376,0.5718732476234436,0.9285510182380676,0.30274516344070435,0.7675626873970032,0.40316131711006165,0.8332011103630066,0.4655541479587555,0.763794481754303,0.4922921061515808,0.7862027883529663
3,0.3928247392177582,0.2417808175086975,0.41496962308883667,0.9992348551750183,0.381120890378952,0.22822315990924835,0.35711586475372314,0.9988459348678589,0.37135568261146545,0.22797618806362152,0.35709595680236816,0.9988297820091248,0.36195269227027893,0.22785940766334534,0.35693359375,0.9987211227416992,0.40538060665130615,0.22959314286708832,0.3534238934516907,0.9981569051742554,0.4122191071510315,0.23023448884487152,0.3535836338996887,0.9977014660835266,0.4192551374435425,0.2308983951807022,0.3533737361431122,0.9975555539131165,0.34420832991600037,0.23522591590881348,0.11640813946723938,0.9992379546165466,0.42777082324028015,0.2383430153131485,0.09672260284423828,0.998180091381073,0.3776668310165405,0.2553780674934387,0.34034040570259094,0.9988622665405273,0.4050038456916809,0.2566547095775604,0.33569636940956116,0.9985634684562683,0.24646581709384918,0.32116082310676575,0.020984599366784096,0.9996677041053772,0.49612855911254883,0.3253627121448517,-0.08230148255825043,0.9992638826370239,0.1933036595582962,0.437534362077713,0.015349977649748325,0.9711323976516724,0.5325376987457275,0.4454783499240875,-0.05365530401468277,0.9680169820785522,0.18834024667739868,0.5249423980712891,0.08247868716716766,0.6945606470108032,0.5428877472877502,0.5283998250961304,0.15278412401676178,0.811218798160553,0.17505109310150146,0.5482330918312073,0.061875659972429276,0.543933093547821,0.5495206713676453,0.5532206892967224,0.1602272391319275,0.7182090878486633,0.18223969638347626,0.5472286939620972,0.07680044323205948,0.5280658006668091,0.5407247543334961,0.5506542325019836,0.16149793565273285,0.7023144960403442,0.1902603805065155,0.539787769317627,0.08529476821422577,0.49052080512046814,0.530976414680481,0.5402064323425293,0.1561737358570099,0.6550114750862122,0.295804888010025,0.5006164908409119,0.027234168723225594,0.9994412660598755,0.4286321997642517,0.5015295743942261,-0.02764700911939144,0.9984723925590515,0.3027362823486328,0.6509716510772705,0.17354659736156464,0.9517006874084473,0.45704567432403564,0.6479158401489258,0.18919163942337036,0.8754410743713379,0.2972276210784912,0.7677860260009766,0.4305318593978882,0.9497865438461304,0.45542484521865845,0.7697483897209167,0.388062059879303,0.9350172281265259,0.31087028980255127,0.8123056292533875,0.44835537672042847,0.9380600452423096,0.4498893618583679,0.8042129874229431,0.4085969030857086,0.9216980338096619,0.33116501569747925,0.8078287243843079,0.38068851828575134,0.8009373545646667,0.47038739919662476,0.7718875408172607,0.3285728394985199,0.7739716172218323
4,0.38983720541000366,0.24033167958259583,0.42093396186828613,0.9992882013320923,0.37986406683921814,0.22720248997211456,0.3590203821659088,0.9989380836486816,0.3711742162704468,0.22702433168888092,0.35899028182029724,0.9989135265350342,0.36213308572769165,0.22708137333393097,0.3588387072086334,0.9988225102424622,0.4005374312400818,0.22827917337417603,0.3580932021141052,0.998318612575531,0.4066152572631836,0.2287859469652176,0.35823923349380493,0.9979013204574585,0.4129399061203003,0.22931788861751556,0.35801586508750916,0.9977773427963257,0.34468787908554077,0.23560696840286255,0.11245806515216827,0.9992963671684265,0.4231303036212921,0.23601879179477692,0.10816334187984467,0.9983490109443665,0.3760828375816345,0.25379928946495056,0.3454779386520386,0.9989542961120605,0.399947851896286,0.2546892762184143,0.34466177225112915,0.9986892938613892,0.2438075840473175,0.3240584433078766,0.024551643058657646,0.9996812343597412,0.501373291015625,0.32741445302963257,-0.061600472778081894,0.9993261098861694,0.19736531376838684,0.4385688900947571,0.013654272072017193,0.9722313284873962,0.5304427146911621,0.44116273522377014,0.0006560487090609968,0.9698514938354492,0.19679689407348633,0.5276472568511963,0.08685958385467529,0.6950628757476807,0.5469377040863037,0.5297116041183472,0.2421509325504303,0.8227112889289856,0.1835116297006607,0.5519555807113647,0.07162327319383621,0.5380850434303284,0.5525608062744141,0.5571560859680176,0.2599945664405823,0.7306676506996155,0.18877848982810974,0.5492834448814392,0.08843528479337692,0.5217771530151367,0.5447120666503906,0.553905725479126,0.25800007581710815,0.7144051790237427,0.20194603502750397,0.5408456921577454,0.09145642817020416,0.4845636487007141,0.5373103022575378,0.5436890721321106,0.24588526785373688,0.6682316064834595,0.29471248388290405,0.5093236565589905,0.04294833540916443,0.9994181990623474,0.426130086183548,0.5089653134346008,-0.04350423812866211,0.998480498790741,0.29603344202041626,0.6616717576980591,0.1837129443883896,0.940302312374115,0.45623505115509033,0.6644449234008789,0.17374545335769653,0.8716263771057129,0.28914308547973633,0.7943921089172363,0.41859474778175354,0.936198890209198,0.4497792720794678,0.7962652444839478,0.3793546259403229,0.9276453256607056,0.28421130776405334,0.8022661209106445,0.435470312833786,0.9213817715644836,0.4306850731372833,0.8095970749855042,0.40070104598999023,0.9119555354118347,0.3263089060783386,0.8214084506034851,0.3661800026893616,0.7799203991889954,0.5094429850578308,0.812258780002594,0.3156522214412689,0.7577489614486694
5,0.38915783166885376,0.23651602864265442,0.3319050669670105,0.9993499517440796,0.38035327196121216,0.22506462037563324,0.2698311507701874,0.9990355968475342,0.3717734217643738,0.2256353497505188,0.26977846026420593,0.9990100860595703,0.36260420083999634,0.22659794986248016,0.26961731910705566,0.9989296197891235,0.40100905299186707,0.2252514809370041,0.27329984307289124,0.9984782934188843,0.4074849784374237,0.2257934808731079,0.27344101667404175,0.9981003999710083,0.4144439995288849,0.22653234004974365,0.27322298288345337,0.9979901313781738,0.3440607190132141,0.23660282790660858,0.039176780730485916,0.9993585348129272,0.4255474805831909,0.23458395898342133,0.049005940556526184,0.998508095741272,0.3744412660598755,0.2504805624485016,0.26071760058403015,0.9990479350090027,0.40200239419937134,0.2508906424045563,0.2651614546775818,0.9988107681274414,0.25124821066856384,0.3229093551635742,-0.0333201140165329,0.9997013211250305,0.502527117729187,0.3269796371459961,-0.07802563160657883,0.9993842244148254,0.19525891542434692,0.4365500807762146,-0.010672535747289658,0.9733026623725891,0.5321936011314392,0.4410574436187744,-0.017912130802869797,0.9708213210105896,0.20015168190002441,0.5273236036300659,0.03963286429643631,0.700182318687439,0.549038290977478,0.5285677909851074,0.20986662805080414,0.8289703130722046,0.18682391941547394,0.5499729514122009,0.02911689132452011,0.5395351052284241,0.5551853179931641,0.5552722811698914,0.23355311155319214,0.7367489337921143,0.19366826117038727,0.5486769676208496,0.03774406015872955,0.5226638317108154,0.5479864478111267,0.5524035096168518,0.23190519213676453,0.7191763520240784,0.20507852733135223,0.541985034942627,0.04165497422218323,0.48427504301071167,0.5405377149581909,0.5430982708930969,0.21367518603801727,0.6732829809188843,0.29813075065612793,0.515483021736145,0.027782738208770752,0.9994403719902039,0.43249815702438354,0.5160186290740967,-0.028050046414136887,0.9985424280166626,0.2950207591056824,0.6681143641471863,0.19997310638427734,0.9359661936759949,0.4550831615924835,0.6627748608589172,0.2522589862346649,0.8653390407562256,0.29246702790260315,0.8229477405548096,0.4582028090953827,0.929210364818573,0.4465269446372986,0.7972260117530823,0.510512113571167,0.9143602252006531,0.2830972671508789,0.8456115126609802,0.4805876612663269,0.9140888452529907,0.4355240762233734,0.8345248103141785,0.5357130765914917,0.8998029828071594,0.31140273809432983,0.8185960054397583,0.42904114723205566,0.7735958099365234,0.5071349143981934,0.8053796887397766,0.4697378873825073,0.7387749552726746
6,0.39623451232910156,0.23821087181568146,0.3247741460800171,0.9994085431098938,0.3844916820526123,0.22631701827049255,0.26388290524482727,0.9991272687911987,0.3751595914363861,0.22663898766040802,0.26382821798324585,0.9991031289100647,0.3649662137031555,0.22731462121009827,0.2636558413505554,0.9990304112434387,0.4068950116634369,0.2272796630859375,0.26469162106513977,0.9986259937286377,0.41386735439300537,0.2280089557170868,0.2648093104362488,0.9982852935791016,0.421221524477005,0.22875270247459412,0.26462605595588684,0.9981857538223267,0.34527692198753357,0.23691461980342865,0.035839762538671494,0.9994181990623474,0.43036213517189026,0.2360495775938034,0.037975773215293884,0.9986541271209717,0.3815816044807434,0.2523418664932251,0.2578018605709076,0.9991344809532166,0.4101698398590088,0.2540976107120514,0.25816550850868225,0.9989216327667236,0.257885605096817,0.32247403264045715,-0.04524950310587883,0.999721348285675,0.5052480101585388,0.3280796706676483,-0.07985591143369675,0.9994335174560547,0.20413242280483246,0.43676137924194336,-0.03696882724761963,0.9721885323524475,0.5307982563972473,0.44215285778045654,-0.018250858411192894,0.9704384803771973,0.2068423479795456,0.5286399722099304,0.04141253978013992,0.6917245984077454,0.5507820248603821,0.5299863219261169,0.21265766024589539,0.825945258140564,0.18959589302539825,0.5545950531959534,0.033149633556604385,0.5301084518432617,0.5562338829040527,0.5579327344894409,0.23328329622745514,0.7326664924621582,0.20083996653556824,0.5534015893936157,0.04209798574447632,0.5131307244300842,0.5492252707481384,0.5561899542808533,0.23252882063388824,0.7134277820587158,0.21400617063045502,0.5449442267417908,0.04480496048927307,0.47396767139434814,0.5422170758247375,0.5454554557800293,0.2171364724636078,0.6662845015525818,0.29815712571144104,0.5249987244606018,0.021445492282509804,0.9994890093803406,0.4362303912639618,0.5245314836502075,-0.022382844239473343,0.9986549615859985,0.2962689995765686,0.6806281805038452,0.17498882114887238,0.9394450187683105,0.45472556352615356,0.6643350124359131,0.34571078419685364,0.8645589351654053,0.29863283038139343,0.8511728048324585,0.381367951631546,0.9299567937850952,0.4485786557197571,0.7985230088233948,0.6508837938308716,0.90442955493927,0.30230945348739624,0.8603178858757019,0.40075311064720154,0.9164499640464783,0.43940916657447815,0.8263888955116272,0.6821666359901428,0.8927977085113525,0.2982563078403473,0.8351962566375732,0.3421507477760315,0.7725855112075806,0.5016558170318604,0.7876800894737244,0.6395567059516907,0.7194570899009705
7,0.3974000811576843,0.24262598156929016,0.2913692891597748,0.9994639754295349,0.3852669894695282,0.22955605387687683,0.2275686115026474,0.9992116689682007,0.376315712928772,0.22972533106803894,0.2275419533252716,0.9991894960403442,0.36671215295791626,0.2302059829235077,0.22739166021347046,0.9991235733032227,0.40747180581092834,0.23052993416786194,0.23090419173240662,0.998760461807251,0.41464826464653015,0.2311362773180008,0.23102276027202606,0.9984535574913025,0.42234331369400024,0.23176313936710358,0.23089712858200073,0.9983634948730469,0.3491726219654083,0.2391967624425888,0.02171335741877556,0.9994736313819885,0.4323578178882599,0.2389051616191864,0.019169487059116364,0.9987865090370178,0.38408657908439636,0.2562839388847351,0.2242504060268402,0.9992164373397827,0.4114763140678406,0.2581443786621094,0.2277856469154358,0.9990249872207642,0.2619052529335022,0.3223506808280945,-0.096202552318573,0.9997437000274658,0.5069369077682495,0.32858362793922424,-0.08777200430631638,0.9994818568229675,0.20637020468711853,0.4363853633403778,-0.052882224321365356,0.9720203280448914,0.5328119993209839,0.4409959018230438,-0.02379041351377964,0.9709398150444031,0.22265152633190155,0.5240628123283386,0.035811200737953186,0.6804038286209106,0.5538290739059448,0.5283013582229614,0.1972886621952057,0.8179801106452942,0.20823656022548676,0.5504823923110962,0.03567824512720108,0.5198193192481995,0.5597112774848938,0.5551201701164246,0.2226460874080658,0.7218876481056213,0.21976231038570404,0.5479373335838318,0.040366195142269135,0.5026915073394775,0.5522438883781433,0.5533141493797302,0.22317935526371002,0.7011403441429138,0.22950375080108643,0.5391298532485962,0.03952405974268913,0.4643295407295227,0.5443866848945618,0.5436108708381653,0.20300160348415375,0.6539404988288879,0.3043702244758606,0.5276960730552673,-0.010811008512973785,0.9995366334915161,0.4409407377243042,0.5266396999359131,0.01008028257638216,0.998772382736206,0.29606473445892334,0.6821624040603638,0.17063970863819122,0.9439565539360046,0.45637109875679016,0.6598625779151917,0.3939204216003418,0.8708656430244446,0.3047347068786621,0.8472527861595154,0.37661609053611755,0.9342330098152161,0.4503903090953827,0.7844775915145874,0.6964965462684631,0.9041992425918579,0.3106253147125244,0.8728952407836914,0.39708879590034485,0.921642005443573,0.43987277150154114,0.8204865455627441,0.7301276922225952,0.8936387896537781,0.2999752461910248,0.83302241563797,0.35440078377723694,0.7833033204078674,0.49438634514808655,0.7808247804641724,0.723914623260498,0.7198077440261841
8,0.40046778321266174,0.2469206303358078,0.26427778601646423,0.9995128512382507,0.38968271017074585,0.23346392810344696,0.20834748446941376,0.9992870092391968,0.3815762400627136,0.233434796333313,0.20831529796123505,0.9992663860321045,0.37261730432510376,0.23363596200942993,0.20819957554340363,0.9992066025733948,0.40997448563575745,0.23417675495147705,0.2090827375650406,0.9988808035850525,0.4166637063026428,0.23453256487846375,0.20918899774551392,0.9986042380332947,0.42399969696998596,0.2348802387714386,0.20904463529586792,0.9985226988792419,0.35414204001426697,0.24229688942432404,-0.024305447936058044,0.9995226860046387,0.4351375102996826,0.24201765656471252,-0.0008783980738371611,0.9989050030708313,0.3892632722854614,0.2599654197692871,0.20400123298168182,0.9992895722389221,0.4133901298046112,0.26179492473602295,0.20558802783489227,0.9991169571876526,0.263633131980896,0.32435089349746704,-0.1289059817790985,0.9997618198394775,0.507415771484375,0.33002588152885437,-0.09182950854301453,0.9995212554931641,0.21724987030029297,0.4389331638813019,-0.0936681404709816,0.9695863127708435,0.5341359972953796,0.4443720877170563,-0.03237123042345047,0.9697011709213257,0.22875908017158508,0.5298750996589661,0.032920658588409424,0.6686429381370544,0.5555736422538757,0.536806046962738,0.1631111055612564,0.8086326718330383,0.21698835492134094,0.5578412413597107,0.027348103001713753,0.5115191340446472,0.563174307346344,0.5628978610038757,0.18646202981472015,0.7129001617431641,0.22674976289272308,0.554836094379425,0.03549877926707268,0.49439170956611633,0.5546119213104248,0.5611813068389893,0.18187157809734344,0.6910676956176758,0.23412172496318817,0.545195460319519,0.03901788964867592,0.456726610660553,0.5470285415649414,0.5517877340316772,0.16636164486408234,0.6431690454483032,0.3085058927536011,0.5291082262992859,-0.0356791727244854,0.9995808005332947,0.44354352355003357,0.5293704867362976,0.03515984117984772,0.9988800287246704,0.29747864603996277,0.6874634623527527,0.16597695648670197,0.9487409591674805,0.4533093273639679,0.6573209166526794,0.4643901586532593,0.8769132494926453,0.30690449476242065,0.8499670624732971,0.3569808006286621,0.9392751455307007,0.45681044459342957,0.7706416845321655,0.8141086101531982,0.9040195345878601,0.31153732538223267,0.8745351433753967,0.3759811222553253,0.9275930523872375,0.4446033537387848,0.8017803430557251,0.8532295823097229,0.8943818807601929,0.2973996698856354,0.8399794101715088,0.3252277970314026,0.796853244304657,0.4851475954055786,0.7726996541023254,0.8589192032814026,0.7203493714332581
9,0.40370023250579834,0.24724099040031433,0.29525238275527954,0.9995575547218323,0.3932071626186371,0.2340441197156906,0.22106212377548218,0.9993554353713989,0.3853170871734619,0.23409134149551392,0.22105258703231812,0.9993366599082947,0.37662357091903687,0.23437106609344482,0.22090141475200653,0.9992825984954834,0.41340991854667664,0.23465046286582947,0.226239413022995,0.9989892244338989,0.4198775291442871,0.2350439578294754,0.22633972764015198,0.998740017414093,0.4267379939556122,0.23547184467315674,0.22623667120933533,0.9986661672592163,0.35776782035827637,0.24309059977531433,-0.0331084281206131,0.9995679259300232,0.4372234344482422,0.24285000562667847,-0.003679230809211731,0.9990119934082031,0.3927282691001892,0.26028838753700256,0.2192690670490265,0.9993578195571899,0.4162939488887787,0.2623414099216461,0.22479477524757385,0.9992018938064575,0.26430097222328186,0.3258586823940277,-0.14950911700725555,0.9997820854187012,0.508441686630249,0.33024466037750244,-0.09282541275024414,0.9995614290237427,0.2204175442457199,0.43971437215805054,-0.1013760194182396,0.9688206315040588,0.5347121357917786,0.4431929588317871,-0.02286224439740181,0.9704313278198242,0.2374712973833084,0.5286292433738708,0.027757003903388977,0.653511643409729,0.564644992351532,0.5345598459243774,0.15649688243865967,0.8036008477210999,0.2261924296617508,0.5567466020584106,0.02845357172191143,0.4979723393917084,0.5736249685287476,0.5600212812423706,0.17728781700134277,0.7044976353645325,0.2283925563097,0.5531726479530334,0.029428917914628983,0.48077064752578735,0.5633760094642639,0.5579450130462646,0.1742481291294098,0.6824249029159546,0.23492063581943512,0.5435070395469666,0.03163257613778114,0.4455624520778656,0.5552970170974731,0.54958176612854,0.16057506203651428,0.6346518397331238,0.3147221803665161,0.5341389179229736,-0.058983393013477325,0.999621570110321,0.44481638073921204,0.532089114189148,0.05858476459980011,0.9989827871322632,0.30083101987838745,0.6900283098220825,0.1562076359987259,0.9530242681503296,0.45454663038253784,0.653266191482544,0.5277361869812012,0.877379834651947,0.3075309991836548,0.8517528772354126,0.34902602434158325,0.9434829354286194,0.46328577399253845,0.7592387795448303,0.9055326581001282,0.8989689350128174,0.31656575202941895,0.8763282895088196,0.3657993674278259,0.9329476952552795,0.471687376499176,0.782256543636322,0.9487441182136536,0.8928905129432678,0.29008471965789795,0.8433876633644104,0.31385543942451477,0.8064323663711548,0.46821632981300354,0.7641094923019409,0.9793615341186523,0.714604914188385
